"state","state_abbrev","organization","comm_name","sci_name","season","year","month","date","zone","block_id","site","lat_dd","long_dd","survey_id","domoic_id","domoic_tissue","domoic_ppm","domoic_mod","notes"
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,10,2018-10-27,"E",423,"Russian River",38.4266666666667,-123.198333333333,"2018-10-27-CA-E-Russian River","059103118L","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",431,"Bodega Head",38.265,-123.065,"2018-11-03-CA-E-Bodega Head","059110518A","viscera",6.1,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",431,"Bodega Head",38.265,-123.065,"2018-11-03-CA-E-Bodega Head","059110518B","viscera",3.1,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",431,"Bodega Head",38.265,-123.065,"2018-11-03-CA-E-Bodega Head","059110518C","viscera",3.8,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",431,"Bodega Head",38.275,-123.01,"2018-11-03-CA-E-Bodega Head","059110518D","viscera",4.4,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",431,"Bodega Head",38.275,-123.01,"2018-11-03-CA-E-Bodega Head","059110518E","viscera",4.5,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",431,"Bodega Head",38.275,-123.01,"2018-11-03-CA-E-Bodega Head","059110518F","viscera",14,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",423,"Russian River",38.4335,-123.176666666667,"2018-11-03-CA-E-Russian River","059110518G","viscera",14,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",423,"Russian River",38.4335,-123.176666666667,"2018-11-03-CA-E-Russian River","059110518H","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",423,"Russian River",38.4335,-123.176666666667,"2018-11-03-CA-E-Russian River","059110518I","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",423,"Russian River",38.4233333333333,-123.186666666667,"2018-11-03-CA-E-Russian River","059110518J","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",423,"Russian River",38.4233333333333,-123.186666666667,"2018-11-03-CA-E-Russian River","059110518K","viscera",6.5,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"E",423,"Russian River",38.4233333333333,-123.186666666667,"2018-11-03-CA-E-Russian River","059110518L","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-11-03-CA-B-Trinidad North","059110918G","viscera",23,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-11-03-CA-B-Trinidad North","059110918H","viscera",19,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-11-03-CA-B-Trinidad North","059110918I","viscera",48,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-11-03-CA-B-Trinidad North","059110918J","viscera",46,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-11-03-CA-B-Trinidad North","059110918K","viscera",17,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-03,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-11-03-CA-B-Trinidad North","059110918L","viscera",22,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-04,"A",108,"George Reef",41.7616666666667,-124.323333333333,"2018-11-04-CA-A-George Reef","059110918A","viscera",57,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-04,"A",108,"George Reef",41.7616666666667,-124.323333333333,"2018-11-04-CA-A-George Reef","059110918B","viscera",110,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-04,"A",108,"George Reef",41.7616666666667,-124.323333333333,"2018-11-04-CA-A-George Reef","059110918C","viscera",77,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-04,"A",108,"George Reef",41.75,-124.31175,"2018-11-04-CA-A-George Reef","059110918D","viscera",76,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-04,"A",108,"George Reef",41.75,-124.31175,"2018-11-04-CA-A-George Reef","059110918E","viscera",60,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-04,"A",108,"George Reef",41.75,-124.31175,"2018-11-04-CA-A-George Reef","059110918F","viscera",74,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-10,"E",423,"Russian River",38.4590166666667,-123.19455,"2018-11-10-CA-E-Russian River","059111418A","viscera",52,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-10,"E",423,"Russian River",38.4590166666667,-123.19455,"2018-11-10-CA-E-Russian River","059111418B","viscera",6.5,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-10,"E",423,"Russian River",38.4590166666667,-123.19455,"2018-11-10-CA-E-Russian River","059111418C","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-10,"E",423,"Russian River",38.442,-123.21965,"2018-11-10-CA-E-Russian River","059111418D","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-10,"E",423,"Russian River",38.442,-123.21965,"2018-11-10-CA-E-Russian River","059111418E","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-10,"E",423,"Russian River",38.442,-123.21965,"2018-11-10-CA-E-Russian River","059111418F","viscera",29,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-17,"E",423,"Russian River",38.4583333333333,-123.193333333333,"2018-11-17-CA-E-Russian River","059112118A","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-17,"E",423,"Russian River",38.4583333333333,-123.193333333333,"2018-11-17-CA-E-Russian River","059112118B","viscera",8.7,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-17,"E",423,"Russian River",38.4583333333333,-123.193333333333,"2018-11-17-CA-E-Russian River","059112118C","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-17,"E",423,"Russian River",38.4310166666667,-123.2217,"2018-11-17-CA-E-Russian River","059112118D","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-17,"E",423,"Russian River",38.4310166666667,-123.2217,"2018-11-17-CA-E-Russian River","059112118E","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-17,"E",423,"Russian River",38.4310166666667,-123.2217,"2018-11-17-CA-E-Russian River","059111218F","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-19,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-11-19-CA-B-Trinidad North","059112118G","viscera",46,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-19,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-11-19-CA-B-Trinidad North","059112118H","viscera",53,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-19,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-11-19-CA-B-Trinidad North","059112118I","viscera",33,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-19,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-11-19-CA-B-Trinidad North","059112118J","viscera",56,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-19,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-11-19-CA-B-Trinidad North","059112118K","viscera",23,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-19,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-11-19-CA-B-Trinidad North","059112118L","viscera",25,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"E",423,"Russian River",38.4367666666667,-123.188416666667,"2018-11-25-CA-E-Russian River","168112718A","viscera",3.7,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"E",423,"Russian River",38.4367666666667,-123.188416666667,"2018-11-25-CA-E-Russian River","168112718B","viscera",7.2,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"E",423,"Russian River",38.4367666666667,-123.188416666667,"2018-11-25-CA-E-Russian River","168112718C","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"E",423,"Russian River",38.4612666666667,-123.245866666667,"2018-11-25-CA-E-Russian River","168112718D","viscera",10,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"E",423,"Russian River",38.4612666666667,-123.245866666667,"2018-11-25-CA-E-Russian River","168112718E","viscera",6,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"E",423,"Russian River",38.4612666666667,-123.245866666667,"2018-11-25-CA-E-Russian River","168112718F","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"A",108,"George Reef",41.7613166666667,-124.311716666667,"2018-11-25-CA-A-George Reef","168112718G","viscera",57,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"A",108,"George Reef",41.7613166666667,-124.311716666667,"2018-11-25-CA-A-George Reef","168112718H","viscera",27,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"A",108,"George Reef",41.7613166666667,-124.311716666667,"2018-11-25-CA-A-George Reef","168112718I","viscera",30,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"A",108,"George Reef",41.7527,-124.312883333333,"2018-11-25-CA-A-George Reef","168112718J","viscera",55,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"A",108,"George Reef",41.7527,-124.312883333333,"2018-11-25-CA-A-George Reef","168112718K","viscera",88,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,11,2018-11-25,"A",108,"George Reef",41.7527,-124.312883333333,"2018-11-25-CA-A-George Reef","168112718L","viscera",52,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-02,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-02-CA-B-Trinidad North","168120718A","viscera",11,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-02,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-02-CA-B-Trinidad North","168120718B","viscera",32,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-02,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-02-CA-B-Trinidad North","168120718C","viscera",27,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-02,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-02-CA-B-Trinidad North","168120718D","viscera",48,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-02,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-02-CA-B-Trinidad North","168120718E","viscera",110,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-02,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-02-CA-B-Trinidad North","168120718F","viscera",34,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-05,"A",108,"George Reef",41.7743333333333,-124.3315,"2018-12-05-CA-A-George Reef","168120718G","viscera",41,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-05,"A",108,"George Reef",41.7743333333333,-124.3315,"2018-12-05-CA-A-George Reef","168120718H","viscera",57,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-05,"A",108,"George Reef",41.7743333333333,-124.3315,"2018-12-05-CA-A-George Reef","168120718I","viscera",60,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-05,"A",108,"George Reef",41.7676666666667,-124.313,"2018-12-05-CA-A-George Reef","168120718J","viscera",21,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-05,"A",108,"George Reef",41.7676666666667,-124.313,"2018-12-05-CA-A-George Reef","168120718K","viscera",49,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-05,"A",108,"George Reef",41.7676666666667,-124.313,"2018-12-05-CA-A-George Reef","168120718L","viscera",45,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-09,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-09-CA-B-Trinidad North","059121418A","viscera",33,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-09,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-09-CA-B-Trinidad North","059121418B","viscera",48,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-09,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-09-CA-B-Trinidad North","059121418C","viscera",13,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-09,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-09-CA-B-Trinidad North","059121418D","viscera",19,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-09,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-09-CA-B-Trinidad North","059121418E","viscera",25,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-09,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-09-CA-B-Trinidad North","059121418F","viscera",27,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-12,"A",108,"George Reef",41.76065,-124.289116666667,"2018-12-12-CA-A-George Reef","059121818A","viscera",46,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-12,"A",108,"George Reef",41.76065,-124.289116666667,"2018-12-12-CA-A-George Reef","059121818B","viscera",70,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-12,"A",108,"George Reef",41.76065,-124.289116666667,"2018-12-12-CA-A-George Reef","059121818C","viscera",39,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-12,"A",109,"George Reef",41.7624666666667,-124.348416666667,"2018-12-12-CA-A-George Reef","059121818D","viscera",27,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-12,"A",109,"George Reef",41.7624666666667,-124.348416666667,"2018-12-12-CA-A-George Reef","059121818E","viscera",34,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-12,"A",109,"George Reef",41.7624666666667,-124.348416666667,"2018-12-12-CA-A-George Reef","059121818F","viscera",6.7,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-12,"E",431,"Bodega Head",38.2458350807382,-123.087524649426,"2018-12-12-CA-E-Bodega Head","059122718B","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"A",108,"George Reef",41.7511833333333,-124.2768,"2018-12-22-CA-A-George Reef","059122718C","viscera",11,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"A",108,"George Reef",41.7511833333333,-124.2768,"2018-12-22-CA-A-George Reef","059122718D","viscera",49,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"A",108,"George Reef",41.7511833333333,-124.2768,"2018-12-22-CA-A-George Reef","059122718E","viscera",28,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"A",109,"George Reef",41.7325166666667,-124.337716666667,"2018-12-22-CA-A-George Reef","059122718F","viscera",35,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"A",109,"George Reef",41.7325166666667,-124.337716666667,"2018-12-22-CA-A-George Reef","059122718G","viscera",27,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"A",109,"George Reef",41.7325166666667,-124.337716666667,"2018-12-22-CA-A-George Reef","059122718H","viscera",63,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-22-CA-B-Trinidad North","168010219A","viscera",9.2,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-22-CA-B-Trinidad North","168010219B","viscera",8.7,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-22-CA-B-Trinidad North","168010219C","viscera",12,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-22-CA-B-Trinidad North","168010219D","viscera",4,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-22-CA-B-Trinidad North","168010219E","viscera",2.9,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-22,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-22-CA-B-Trinidad North","168010219F","viscera",15,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-29-CA-B-Trinidad North","059010319A","viscera",4.2,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-29-CA-B-Trinidad North","059010319B","viscera",6.9,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"B",127,"Trinidad North",41.1745,-124.188666666667,"2018-12-29-CA-B-Trinidad North","059010319C","viscera",7.8,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-29-CA-B-Trinidad North","059010319D","viscera",6.6,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-29-CA-B-Trinidad North","059010319E","viscera",15,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"B",127,"Trinidad North",41.1685,-124.217666666667,"2018-12-29-CA-B-Trinidad North","059010319F","viscera",44,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"A",108,"George Reef",41.7440166666667,-124.263633333333,"2018-12-29-CA-A-George Reef","059010319G","viscera",13,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"A",108,"George Reef",41.7440166666667,-124.263633333333,"2018-12-29-CA-A-George Reef","059010319H","viscera",22,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"A",108,"George Reef",41.7440166666667,-124.263633333333,"2018-12-29-CA-A-George Reef","059010319I","viscera",53,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"A",109,"George Reef",41.76075,-124.340416666667,"2018-12-29-CA-A-George Reef","059010319J","viscera",7.4,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"A",109,"George Reef",41.76075,-124.340416666667,"2018-12-29-CA-A-George Reef","059010319K","viscera",17,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2018,12,2018-12-29,"A",109,"George Reef",41.76075,-124.340416666667,"2018-12-29-CA-A-George Reef","059010319L","viscera",18,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-05,"A",108,"George Reef",41.7563666666667,-124.27435,"2019-01-05-CA-A-George Reef","168010819A","viscera",20,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-05,"A",108,"George Reef",41.7563666666667,-124.27435,"2019-01-05-CA-A-George Reef","168010819B","viscera",4.7,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-05,"A",108,"George Reef",41.7563666666667,-124.27435,"2019-01-05-CA-A-George Reef","168010819C","viscera",15,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-05,"A",108,"George Reef",41.7493666666667,-124.331266666667,"2019-01-05-CA-A-George Reef","168010819D","viscera",24,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-05,"A",108,"George Reef",41.7493666666667,-124.331266666667,"2019-01-05-CA-A-George Reef","168010819E","viscera",13,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-05,"A",108,"George Reef",41.7493666666667,-124.331266666667,"2019-01-05-CA-A-George Reef","168010819F","viscera",22,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-06,"B",127,"Trinidad North",41.1745,-124.188666666667,"2019-01-06-CA-B-Trinidad North","168010919A","viscera",5.7,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-06,"B",127,"Trinidad North",41.1745,-124.188666666667,"2019-01-06-CA-B-Trinidad North","168010919B","viscera",4.8,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-06,"B",127,"Trinidad North",41.1745,-124.188666666667,"2019-01-06-CA-B-Trinidad North","168010919C","viscera",5.2,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-06,"B",127,"Trinidad North",41.1685,-124.217666666667,"2019-01-06-CA-B-Trinidad North","168010919D","viscera",5.4,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-06,"B",127,"Trinidad North",41.1685,-124.217666666667,"2019-01-06-CA-B-Trinidad North","168010919E","viscera",7.3,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-06,"B",127,"Trinidad North",41.1685,-124.217666666667,"2019-01-06-CA-B-Trinidad North","168010919F","viscera",12,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-12,"A",108,"George Reef",41.7414833333333,-124.261333333333,"2019-01-12-CA-A-George Reef","059011619G","viscera",21,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-12,"A",108,"George Reef",41.7414833333333,-124.261333333333,"2019-01-12-CA-A-George Reef","059011619H","viscera",22,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-12,"A",108,"George Reef",41.7414833333333,-124.261333333333,"2019-01-12-CA-A-George Reef","059011619I","viscera",17,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-12,"A",109,"George Reef",41.7788166666667,-124.365366666667,"2019-01-12-CA-A-George Reef","059011619J","viscera",13,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-12,"A",109,"George Reef",41.7788166666667,-124.365366666667,"2019-01-12-CA-A-George Reef","059011619K","viscera",19,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-12,"A",109,"George Reef",41.7788166666667,-124.365366666667,"2019-01-12-CA-A-George Reef","059011619L","viscera",19,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-13,"B",126,"Trinidad North",41.2666666666667,-124.15,"2019-01-13-CA-B-Trinidad North","059011619A","viscera",14,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-13,"B",126,"Trinidad North",41.2666666666667,-124.15,"2019-01-13-CA-B-Trinidad North","059011619B","viscera",25,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-13,"B",126,"Trinidad North",41.2666666666667,-124.15,"2019-01-13-CA-B-Trinidad North","059011619C","viscera",21,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-13,"B",127,"Trinidad North",41.2666666666667,-124.2,"2019-01-13-CA-B-Trinidad North","059011619D","viscera",30,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-13,"B",127,"Trinidad North",41.2666666666667,-124.2,"2019-01-13-CA-B-Trinidad North","059011619E","viscera",18,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2018,2019,1,2019-01-13,"B",127,"Trinidad North",41.2666666666667,-124.2,"2019-01-13-CA-B-Trinidad North","059011619F","viscera",7.1,"",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2019,2019,9,2019-09-21,"E",415,"Salt Point",38.5483666666667,-123.348366666667,"2019-09-21-CA-E-Salt Point","059092719A","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2019,2019,9,2019-09-21,"E",415,"Salt Point",38.5483666666667,-123.348366666667,"2019-09-21-CA-E-Salt Point","059092719B","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2019,2019,9,2019-09-21,"E",415,"Salt Point",38.5483666666667,-123.348366666667,"2019-09-21-CA-E-Salt Point","059092719C","viscera",2.5,"<",NA
"California","CA","CDFW","Dungeness crab","Metacarcinus magister",2019,2019,9,2019-09-21,"E",414,"Salt Point",38.54015,-123.3152,"2019-09-21-CA-E-Salt Point","059092719D","viscera",2.5,"<",NA
